GS	GeneList	Qvalues	Direction
LEE_LIVER_CANCER_DENA_DN	NETO2 REG1A EHHADH HSD3B2 ACSM3 ACADSB ACOX1 CYP4F2 LACTB2 CPT2 OTC SLC25A13 PCK1 EPHX2 DMBT1 PHYH ABCD3 G6PC C4BPA SELENBP1 PEX11A LIPC DCXR FABP1 HOXA5 ALDH3A2 AKR1C1 NR1H3 ME1 GCDH NDRG2 OAT TNNC2 CA3 ALDH1A1 ACSL1 MYH1 GSTO1 DPYS IL1RAP MAT1A CYP2F1 PAH KRT4 PLA2G1B MCM10 RORC CSAD PNLIP BHMT SLC1A2 CYP2E1 GLYAT BAAT PNLIPRP1 CYP7A1 HPD PRODH AASS PON1 ELANE CTRC CYP7B1 TNNI2 TNNT3 CA5A WNT10B SLC2A2 SLC27A5 PADI4 ALOX12B GPR37 RGN TRPV2	0	DN
LEE_NEURAL_CREST_STEM_CELL_UP	BCHE ATP1A2 CDH19 NEFL IGFBP5 NFASC ZCCHC24 COL14A1 RHOB GAP43 DLC1 PHOX2B ZEB2 INA EDNRA ANXA1 AP1S2 RASL12 SCN3A RUNX1T1 PMP22 NEFM SCRG1 TAGLN3 MOXD1 STMN2 SPP1 MITF ELK3 ROR1 DCN SERPINB9 SORBS1 LGALS1 GYPC NRXN1 TMEM204 STMN4 SGCD HOXB2 COL1A2 IGFBP7 PODXL CNR1 SNAP25 NPR3 IFI16 ALCAM CDH6 LUM CRABP1 BGN ITGA4 NGFR NNAT FAP SST CEBPD NR2F2 PCBP4 CRABP2 DPYD RBP1 EEF1A2 MSTN LRRN3 NRP2 NR2F1 KCNN2 GSN DACT1 TGFBI MEF2C TFAP2B L1CAM CYP26A1 FAM89B COL3A1 TRIM62 PCDH8 PHLDA1 PAX3 SCG3 SLIT1 SNAI2 MDFI FST NHLH1 SOX10 CELF3 S100A11 DCX STRA6 POU4F1 CHGA SLN NAGK NHLH2 TFAP2A MSX1 LZTS1 LPAR6 LIN28A LAMB1 ENC1 ST7 ARHGDIA SHC1 ARL6IP5 COMMD9 HOXA2 PDGFRA TRIL COBLL1 ST18 SLC17A6 RRBP1 DNAJC1 SH3BGRL3 GRN HMGA1 TNNC2 CRYZ NRIP1 LDLRAP1 GNRH1 S100A10 SEMA3C HAPLN1 LITAF AKR1C1 CHN2 QPRT POSTN KCNK5 C3orf52 CDH1 BMP5 L1TD1 ERBB3 PITX2	0	UP
LEIN_NEURON_MARKERS	EGR1 SYT1 RTN1 UCHL1 NEFL GAP43 SYNGR3 NDRG4 C16orf45 DPP6 HMP19 CHN1 CHGB MYO5A SNAP25 SNRPN SLC22A17 FAM49A CX3CL1 ALCAM ATP6V1G2 CYFIP2 GPR162 RYR2 CLSTN3 GABARAPL1 FAIM2 SYP PRKAR1B GRIA4 GRIA2 PTPRN PRKACA SMARCA2 CAMK2B GABBR2 CHST1 ADD2 CAMK2A GRIN2B MADD GRIA3 TUBA4A MAP2K1 NDFIP1 CALM2 SH3GL2 RAB6A MAP2K4 TRANK1 REPS2	0	UP
LIM_MAMMARY_LUMINAL_MATURE_DN	CRYAB MEIS2 TUBB6 TMEM47 SFRP1 CCL2 TGFBR3 RASL12 PDZRN3 HTRA1 CALD1 ITPKB LPL MOXD1 AEBP1 PKD2 GPX7 FSTL1 HEY2 DPYSL2 SORBS1 SPARCL1 AKAP2 GYPC COL4A1 COL6A2 TPST1 VIM COL16A1 KCTD12 FAM49A COL4A2 NES COL6A1 MAP4K4 NRTN TSPAN2 TFAP2C SLC1A3 JAG2 DAB2 LMO4 RECK SERPINH1 LTBP4 BCL11A LAMA1 IGFBP3 NTRK2 ETS1 MERTK APOE TSHZ2 FRMD4A SNAI2 SLC6A15 B4GALT6 TLE4 FOXO1 SOX10 RASA3 FZD1 EPB41L2 PCF11 GAS6 NFIB FOXN3 RAP2B EMILIN2 TINAGL1 IRS2 CCL7 TIAM2 DAPK2 AQP9 EGFR C1QBP FAS FAM171A1 FABP5 BACE2 MOB3B FAM13A CASP1	0	UP
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	MGP MYL9 NR4A1 AEBP1 ANXA6 ADAM19 COL5A2 MCAM LAMA4 PRRX1 LGALS1 VCAM1 MYLK FYN MSN COL1A2 SPARC CSRP1 COL4A2 PTMS COL18A1 IL7R PELO SERPINH1 NRP2 PAPPA NAV2 CA6 BIRC3 RHBG VCAN ICAM3 NID2 ABI3BP UBR4 DNMT3B H1F0 IL32 NDRG2 CRIP1 MICAL2 DCAF7 PLCB4	0	UP
LINDVALL_IMMORTALIZED_BY_TERT_DN	CYR61 EGR1 AKAP12 TMEM47 NFASC ENO2 NNMT DPT MAP1B CRIP2 FN1 ISLR PER3 ELN LAMA4 AKAP2 SLC43A3 SLIT3 ARL4C ARL4D CTSK TRPV2 LMCD1 LRRC32 FAP PDPN IL6 LTBP2 CELF2 CXCL1 HSPG2 FMOD PTGES COL3A1 PAPPA MMP7 PTK7 LRRC15 SELPLG MDFI DCT EIF2B3 MMP3 CDON BLM VCAN ANTXR1 ADAM12 NAA10 CREG1 SLC7A1 KRT34 ITGB5 LHFPL2 CFB ADM CUL5 CRIP1 SAT1 COPA CYP20A1 ARHGAP5 LGALS3BP AKR1C1 AIMP2 PLOD2 CAPN5	0	UP
NABA_ECM_GLYCOPROTEINS	CYR61 MGP CTGF SRPX ADIPOQ LGI1 MFAP5 THBS2 IGFBP5 MMRN1 TNC PCOLCE2 DPT CILP ECM2 FBLN1 NID1 THBS4 FN1 EFEMP1 SLIT2 IGFBP6 FBLN2 FBLN5 SPP1 TNXB MFAP4 AEBP1 EFEMP2 LAMB2 SNED1 ELN LAMA4 FBN1 LAMC1 SPARCL1 CRISPLD2 EMILIN1 LTBP3 RELN PCOLCE SLIT3 SPON2 MMRN2 IGFBP7 SPARC SVEP1 LAMA2 VWF WISP2 LAMA5 BGLAP COCH LTBP2 MFGE8 VWA1 FGL2 TNFAIP6 NOV NDNF NELL2 THBS3 LTBP4 IGFBP4 MATN2 LGI2 TGFBI LAMA1 FGB IGFBP3 LAMB4 LTBP1 PXDN NTN3 EDIL3 MXRA5 SLIT1 MATN4 MFAP2 WISP3 NELL1 COMP IBSP AMBN FNDC8 NTN1 ECM1 AGRN IGFALS CRELD1 MEPE DMP1 TNN WISP1 GAS6 SBSPON FGA COLQ VWA7 POMZP3 TNR CRIM1 MATN3 MATN1 FRAS1 SRPX2 NTNG1 LAMB1 NID2 EMID1 ABI3BP EMILIN2 CRELD2 TINAGL1 DSPP VTN ELSPBP1 LAMC3 FGG USH2A FGL1 AMELX IGFBP1 THSD4 ZP2 AMELY TECTA THBS1 MFAP1 VWA9 MFAP3 TSKU SPON1 FBN2 IGFBP2 LAMC2 VWA5A POSTN LAMA3 LAMB3 DMBT1	0	UP
NAGASHIMA_EGF_SIGNALING_UP	CYR61 FOS FOSB EGR1 CTGF NR4A2 GEM ATF3 EGR3 NR4A1 EGR2 HBEGF NR4A3 DUSP1 BHLHE40 JUN MAFF JUNB ZFP36 DUSP2 PLEKHO2 IER3 NAB2 IER2 EPHA2 TRIB1 AEN MYC DUSP5 AREG KLF10 TNFRSF12A ARC PHLDA1 FOSL1 KBTBD2 MCL1 DLX2 KDM6B KLF6 EGR4 LIF TIPARP RYBP ETS2 ID1 DNAJB1 BCL10 ID3 HES1 SPRED2 TNFRSF11B EDN1 NEDD9 F2RL1	0	UP
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	THBS2 CCL2 NNMT CFH EFEMP1 GPNMB GZMK PLTP C3 F13A1 DCN S100A4 ARHGAP15 MS4A4A LY96 ITGAM FCGR2B SLC15A3 C1QA CSF1R KYNU C1S DOCK2 NCKAP1L IFI44L TIMP1 WISP2 HLA-DQB1 CD52 LUM MRC1 HLA-DRA HLA-DPA1 NCF4 FAP HSPA6 C1QB VSIG4 ITGBL1 CD163 HLA-DRB4 CD44 TNFAIP6 SLA AIF1 SERPINE1 MME BIN2 SLAMF8 LILRB1 SIGLEC1 CD14 APOL1 ECM1 IFI30 CXCL9 FCGR2C ISG20 LYZ SRPX2 CCL5 IL4R CXCL10 THBS1 CFB S100A6 CTSC TMEM176B PDE4DIP FHL2 GZMA SERPINA1 CCL13	0	UP
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	BAG2 CRYAB MEIS2 C8orf4 CAV2 HDGFRP3 PRKCDBP NID1 ENOX1 PLTP FBLN5 CDK14 EMP3 FSTL1 LBH WIPF1 TGM2 RFTN1 SERPINB9 EMILIN1 TMEM204 PRUNE2 RGS5 NUAK1 RBMS3 EHD2 CCDC85B C1QA LAPTM5 GMFG LCP1 PLXDC1 TNFAIP8 PKIA EFS ZNF423 TCF4 NFATC1 CACNA1C NR3C1 CELF2 APBB2 ZFP36L1 MMP2 RBP1 CADM4 CLEC7A MATN2 LRIG1 GSN BMP7 TGFBI TYRO3 ETS1 EYA4 AR GLI1 ZHX3 PTPN12 TP63 FGD1 SEPT4 CSDC2 GNA14 APOA1 GMPR IL2RG SARDH RPL14 IARS DOC2B PTPN1 RPL22 ART3 ALDH1B1 NFIX MCF2L GSTO1 TMSB4X SIPA1L1 SMAD5 LRRK1 TAOK3 LASP1 CAMKMT PCBD1 PAICS SPIN1 SEPT11 LITAF NEDD9 SNX24 MVP CPD ZG16 HMGA2 TTC39A	0	UP
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	KCNMB1 LMOD1 FAM129A PTGIS TNS1 ID4 MYH11 LHFP MAP1B RASL12 CSRP2 MXRA7 PKD2 PRELP SUSD5 JAM3 MYLK ACTC1 PAM SOD3 TPD52L1 MAGED2 GRK5 PMEPA1 NOV GJA1 FMOD EID1 RABGAP1 PFKM TPM1 HSPB1 PKIG DSTN CRIM1 MYLIP EGFR ADCY9 EMP2	0	UP
PETRETTO_CARDIAC_HYPERTROPHY	OGN ASPN TAGLN MFAP5 PDLIM3 ANXA1 LOXL1 ACTA2 NID1 FN1 EFEMP1 LPL FSTL1 COL5A2 FBN1 LTBP3 ARID5B OSBPL8 ST3GAL6 CD44 ENPP2 IGFBP3 TM4SF1 TUBA1B CRIM1 TUBA1C ACTB DDX3X CPNE3 RTN4 SNAP23 ANXA4 ABAT	0	UP
PETROVA_PROX1_TARGETS_DN	AHNAK2 SRPX MLLT11 CAP2 CCL2 NNMT AXL FAM107A ITGA5 ANXA6 EMP3 NRP1 PRNP NUAK1 ICAM2 ARHGDIB RGS4 ARHGAP22 TRIM22 SRGN FAP SELP RAC2 IL6 LTBP2 APBB2 RRAS CDH2 CD44 LPXN LYL1 SERPINE1 TFEC PFKM TPM1 RNASE1 PLAU LDHB IGF2BP3 PLA2G4A PDLIM4 GBP2 MMP14 VCAN PROCR NRCAM TANK ARL6IP5 STAT6 KRT7 BMP6 CD59 TCN2 SMURF2 MAPKAPK3 TRAM2 IL32 SLC38A6 PRKACB TNFRSF21 LY75 GLCE	0	UP
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	ADAMTS1 MYL9 ANK2 TAGLN GUCY1A3 GUCY1B3 C7 FERMT2 IGFBP5 CLU TNS1 DPYSL3 HSPB8 FLRT2 ARHGAP29 CCL2 NNMT TNC DDR2 IL33 C8orf4 SULF1 CAV2 PTRF RBPMS CCL21 WWTR1 LOXL1 ACTA2 SERPING1 FAM107A CXCL12 COX7A1 FN1 CDH5 CYP1B1 PMP22 DCLK1 CCL19 CSRP2 CALD1 GPNMB KCNMA1 C3 MFAP4 PTGDS FSTL1 CD93 MMP9 P2RY13 LAMA4 PRRX1 FBN1 C1R LAMC1 COL15A1 VCAM1 SPARCL1 EMILIN1 COL4A1 GPRC5B MYLK COL1A1 PCOLCE EMCN RGS5 C10orf10 RGL1 CP THY1 TDO2 COL1A2 IGFBP7 C1QA SPARC KCTD12 C1S ARHGEF10 VWF COL4A2 OSMR DOCK4 LUM COL6A1 ENG PLA2G4C IRAK3 COL8A2 PDPN APOC1 LIFR SLC1A3 NR2F2 PARVA GJC1 C1QB A2M DAB2 RRAS CDH11 RARRES2 RASSF4 CYBRD1 HSPG2 LPAR1 ADAMTS9 SERPINH1 ITGA9 CETP GJA1 PLA2G2D ENPP2 FAM198B COL3A1 TPM1 APOE CYP26B1 MXRA5 SLAMF8 C2 CMKLR1 RAB13 PGF CCDC102B CHI3L1 WISP1 TLR4 CXCL9 ATOX1 KCNJ10 NAGK NFIB ANTXR1 SLCO2B1 LAMB1 ACVRL1 ABI3BP CXCL10 WLS CD63 PDGFRA RND3 ZNF226 FAM114A1 EPHX1 TMEM176A RAI14 TJP1 TNS3 CFB CTSC PDLIM5 CXCL11 TMEM176B ADAMDEC1 CYP27A1 SEPT10 NPL WDFY3 PPIC RPE MARCKS FUCA1 YAP1 CYFIP1 NR1H3 RHOBTB3 ABCC3 IFI27 PAPSS2 IDH1 DHRS7B HNMT ADRA2A PLD1 IL18 ASPM	0	UP
PID_INTEGRIN1_PATHWAY	THBS2 TNC ITGA7 NID1 FN1 SPP1 ITGA5 LAMB2 F13A1 COL5A2 TGM2 LAMA4 ITGA1 JAM2 FBN1 LAMC1 VCAM1 COL6A3 COL4A1 COL1A1 COL6A2 COL1A2 CSPG4 CD81 LAMA2 COL6A1 LAMA5 ITGA4 COL18A1 COL5A1 ITGA9 COL7A1 TGFBI LAMA1 FGB COL3A1 PLAU CD14 COL11A2 COL2A1 MDK PLAUR COL4A4 FGA ITGA8 COL11A1 ITGA10 ITGB1 LAMB1 COL4A5 VTN ITGA3 FGG ITGAV COL4A3 VEGFA COL4A6 THBS1 ITGA6 LAMC2 ITGA2 LAMA3 LAMB3	0	UP
REACTOME_MUSCLE_CONTRACTION	MYL9 LMOD1 DES TPM2 ACTG2 DMD MYH11 ACTA2 CALD1 ITGA1 SORBS1 MYLK VIM TLN1 MYBPC2 MYL6B TNNT2 TNNT1 TCAP TPM1 VCL MYL3 ACTN2 TPM4 MYH3 TNNI3 MYL2 SORBS3 TNNI2 MYL4 MYL1 TPM3 MYH8 TNNC1 MYH6 MYBPC1 CALM1 MYL6 CALM3 NEB TNNI1 CALM2 ITGB5 TNNC2 MYL12B TMOD1	0	UP
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	ETFDH ETFA NDUFS1 SDHB SDHC COX5A SDHD NDUFS2 NDUFB7 CYC1 NDUFA10 NDUFA9 NDUFS4 SDHA NDUFB3 NDUFS3 NDUFS7 UQCRFS1 UQCRC1 UQCRC2 CYCS COX5B NDUFV1 NDUFA8 NDUFB6 NDUFC2 NDUFA6 UQCRQ ETFB NDUFC1 COX6A1 NDUFB5 COX7B NDUFB2 NDUFA5 NDUFA7 NDUFAB1 COX8A COX6B1 NDUFS6 NDUFA2 UQCR11 COX6C NDUFA1 NDUFV2 UQCRH COX4I1 NDUFB4 COX7C NDUFB1 NDUFS5 NDUFA13 NDUFB8 NDUFS8 NDUFA3 COX7A2L UQCRB NDUFA4	0	DN
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	ETFDH ETFA NDUFS1 SDHB SDHC COX5A SDHD NDUFS2 NDUFB7 CYC1 NDUFA10 NDUFA9 NDUFS4 SDHA NDUFB3 ATP5D NDUFS3 ATP5B NDUFS7 UQCRFS1 UQCRC1 UQCRC2 ATP5G1 CYCS COX5B NDUFV1 NDUFA8 NDUFB6 NDUFC2 NDUFA6 ATP5F1 UQCRQ ETFB NDUFC1 COX6A1 NDUFB5 COX7B ATP5A1 ATP5C1 NDUFB2 ATP5J2 NDUFA5 NDUFA7 NDUFAB1 COX8A COX6B1 NDUFS6 NDUFA2 UQCR11 COX6C ATP5O ATP5J ATP5H NDUFA1 NDUFV2 UQCRH COX4I1 NDUFB4 COX7C ATP5L NDUFB1 NDUFS5 ATP5I NDUFA13 NDUFB8 NDUFS8 NDUFA3 COX7A2L UQCRB ATP5E NDUFA4 UCP1 UCP3 UCP2	0	DN
REACTOME_SMOOTH_MUSCLE_CONTRACTION	MYL9 LMOD1 TPM2 ACTG2 MYH11 ACTA2 CALD1 ITGA1 SORBS1 MYLK TLN1 MYL6B TPM1 VCL TPM4 SORBS3 TPM3 CALM1 MYL6 CALM3 CALM2 ITGB5 MYL12B	0	UP
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	ETFDH BSG SLC16A1 SUCLA2 ETFA SUCLG2 IDH1 NDUFS1 DLAT IDH3A PDK3 SDHB SDHC COX5A PDHX SDHD NDUFS2 NDUFB7 MDH2 DLD CYC1 NDUFA10 SUCLG1 NDUFA9 ACO2 NDUFS4 SDHA NDUFB3 ATP5D NDUFS3 ATP5B PDHA1 NDUFS7 UQCRFS1 UQCRC1 FH UQCRC2 ATP5G1 CYCS NNT COX5B NDUFV1 PDK2 NDUFA8 NDUFB6 NDUFC2 DLST NDUFA6 ATP5F1 UQCRQ ETFB IDH3B IDH3G NDUFC1 COX6A1 NDUFB5 COX7B ATP5A1 ATP5C1 NDUFB2 ATP5J2 CS NDUFA5 NDUFA7 SLC16A3 NDUFAB1 COX8A COX6B1 NDUFS6 NDUFA2 LDHA UQCR11 PDK1 COX6C ATP5O ATP5J IDH2 ATP5H NDUFA1 NDUFV2 UQCRH COX4I1 NDUFB4 COX7C ATP5L NDUFB1 PDPR NDUFS5 ATP5I NDUFA13 NDUFB8 NDUFS8 NDUFA3 L2HGDH PDHB COX7A2L OGDH UQCRB ATP5E PDK4 NDUFA4 UCP1 SLC16A8 UCP3 LDHB UCP2 PDP1	0	DN
RICKMAN_HEAD_AND_NECK_CANCER_F	CHRDL1 DES ZFPM2 TPM2 ANK2 PTGIS CASQ2 SMPX APOD THBS4 FHL1 CYP1B1 DCLK1 MYOT CHGB ACTC1 IGF1 ABCA8 PKIA MYBPC2 EEF1A2 ENO3 ACTA1 TPM1 CST1 ACTN2 CKM MYL2 TNNI2 MYLPF MYL1 SLN TPM3 CSRP3 TTN TNNC1 PDK4 MYBPC1 MYH2 NEB TNNI1 MYH1 PLA2G2A TNNC2 MB HSPB3	0	UP
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	NETO2 PBK APOBEC3B GGH ASPM PLEK2 ECT2 E2F8 MAD2L1 KIF15 MAPK13 HMMR CA2 PRC1 CENPA KIF4A TTK NEK2 DSG2 GMNN KIF11 CCNA2 CEP55 AURKA MELK CCNB1 DLGAP5 OIP5 GINS1 TOP2A DTL SLC25A15 KIF20A ZWINT CHEK1 STIL DPP3 CDC20 RAD51AP1 CCNB2 EBP HN1 MKI67 FOXM1 DHFR TPX2 CKS2 CDC6 EZH2 NDC80 BUB1B CENPF HELLS KIF18B SMC2 FBXO5 COMMD8 CENPE KIF23 LMNB1 NUSAP1 TMPO KIF2C RACGAP1 CCNE2 ESPL1 ASF1B KIAA0101 MCM4 LSM4 CDCA8 SAC3D1 MCM2 CDK1 SMC4 BRCA1 TYMS TK1 KIF14 NCAPG BIRC5 NCAPH RPA3 UBE2C HMGA1 SPAG5 AURKB PTTG1 SLC38A1 KPNA2 BID PCNA HJURP MRPS15 CENPM H2AFX POLQ DNMT3B BUB1 FANCI PAFAH1B3 HSPB11 RRM2 TMSB10 CDCA3 DBF4 DTYMK HMGB2 PLK1 ATAD2 DNA2 ERCC6L ACACA FEN1 H2AFZ CHAF1B GINS4 MCM10 KIF20B UBE2S TRIP13 CCNF CDKN2A EIF4EBP1 KIFC1 CELSR3 E2F1 GTSE1 PAQR4 MYBL2 LRP8 TACC3 POLA2 ANP32E SHCBP1	0	DN
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	ADAMTS1 CTGF TAGLN TGFB1I1 ID4 CAV1 CXCL12 SDC2 FBLN2 FBLN5 LAMB2 FSTL1 AMOTL2 COL5A2 FBN1 COL1A1 PCOLCE JUNB RGS10 CSRP1 WISP2 TGFB3 PDGFRB BGN ST3GAL5 SLC16A7 CEBPD LTBP2 CDKN2C IL6ST COL5A3 GJB3 MMP11 ABCB6 IL1RL1 TNFRSF1A QSOX1 IFNGR1 CACNB3 APP IRF1 ID3 TNFRSF11B ATP1B1 EDN1 DDR1 VLDLR PLOD2	0	UP
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	SFRP1 PRPH FXYD6 ELAVL4 GAP43 CXCL12 NEFM TAGLN3 MXRA7 FBLN5 HMP19 PRRX1 LIMS2 OLFM1 NUAK1 BASP1 SPON2 NNAT AMPH WNT5B CALCB CRMP1 HIC1 IGFBP4 CHD3 INHBA TGFBI NTRK2 PCDH8 ELAVL3 PRMT1 HMX1 LYPD1 TUBB3 GNA14 RASA3 HTR3B STMN1 TUBA3C AMHR2 TUBA1C ENC1 COL8A1 CALCA TUBA4A MTCH1 HSPA8 KPNA2 PLAT SUMO3 ZWINT	0	UP
SCHOEN_NFKB_SIGNALING	CYR61 PTGS2 CTGF IGFBP5 CCL2 SULF1 FN1 PMP22 SERPINA3 C3 MMP9 BCL6 CXCL2 TPST1 TNFRSF9 HHEX IGFBP3 NFKBIA IL1B BIRC3 CSF2 GADD45B PTGER4 CDKN1B JAG1 IL1A THBS1 PTX3 KLF4 EDN1 CTSS NUAK2	0	UP
SENESE_HDAC2_TARGETS_DN	MYL9 CRYAB TAGLN BEX1 NEFL MFAP5 SDPR TIMP3 CLU CAP2 ID4 ZCCHC24 SYT11 OLFML3 LOXL1 NRXN3 SDC2 TMEM100 IGFBP6 GPNMB SPP1 TCEA2 EFEMP2 BNC2 COL5A2 LBH S100A4 COL1A1 IGFBP7 LUM PPP2R2B AQP1 SSBP2 ZBTB20 DTNA FADS2 SCARA3 CDH11 LSP1 BCAM MSLN MATN2 DACT1 TNNT2 COL3A1 TPM1 RASA4 SEMA3B NPTXR KRT81 MYL2 KRT17 RHOBTB1 INSIG1 GSG1 ZNF362 COL11A1 NFIB ALDH3B1 TNNC1 PTCH1 SCEL SQLE JPH3 THUMPD1 UNKL NPPB KRT14 JAG1 HDAC2 PSPH ETAA1 PDE1C GALNT2 FKBP9 CXCL14 TNS3 MMP24 SORL1 EGF LOX PDLIM1 EDN1 DEPDC1 WNT5A MGAM EDN2 JUP TRIM2 PLCE1 SCD PLAC8 GSTM4 PKP2	0	UP
SERVITJA_ISLET_HNF1A_TARGETS_UP	VIP UCHL1 MEIS2 FGF13 NEFL GUCY1A3 AKAP12 ATF3 THBS2 EGR3 TMEM47 CCL2 ID4 EGR2 DPT GAP43 PHOX2B ITGA7 ANXA1 CXCL13 HTRA1 CXCL12 EFEMP1 CYP1B1 PMP22 DCLK1 DKK3 STMN2 HMP19 AEBP1 EFEMP2 COL5A2 MCAM SV2B TGM2 FBN1 LGALS1 VCAM1 SPARCL1 DNM1 PCOLCE SLC15A3 RBMS3 MSN THY1 CNR1 ITGB2 ZFHX4 VIM LAPTM5 TNFAIP2 C1S NTM CHL1 ARHGDIB HLA-DQA1 COL6A1 TGFB3 BGN RAB6B COL18A1 SERPINE2 PLXND1 SCARA3 MAP4 ADCY7 C1QB FADS3 CDH11 PTN LY6H DNM3 FGF14 SERPINH1 IFITM3 GALK1 KCND2 CNN2 NR2F1 CACNA2D3 MAF NOL3 COL3A1 DUSP26 SNCG GRM7 PTPRO STXBP5L APOE SEPT4 MICAL1 TIMP2 RNASE1 SNAI2 SEMA4F NOTCH2 TGFB2 SNCA SLC6A15 EPHA5 SOX2 FST RBFOX1 CSF1 PLA2G4A CACNG5 REST GSTA4 MMP14 AMY1A WISP1 EPB41L2 ADCYAP1 ADCYAP1R1 PROCR CAMK4 IFITM1 FABP7 CIDEA RAB38 ELAVL2 SMAD3 HPS1 OPLAH NEBL PARP3 CYBA STK17B ASS1 NDRG2 CTSC GAB1 BLVRB CAPG ANXA2 PYGB ACOT7 IFIT2 LGALS3 PNLIPRP2 ABCC3 PRKG2 SERPINB1 POSTN PLCB4 SLC16A1 SDC1 SPINK1	0	UP
SMID_BREAST_CANCER_LUMINAL_A_UP	FOSB OGN CHRDL1 ASPN ATP1A2 ZBTB16 RTN1 LMOD1 FABP4 ADIPOQ HLF ADH1B PTGER3 MYH11 COL14A1 DPT CILP ITGA7 FBLN1 CFD FHL1 LEPR ITIH5 DUSP1 MFAP4 G0S2 F13A1 HBB OMD RAI2 PNMA2 HOXB2 SVEP1 PLIN1 LRRC17 BTG2 LAMA2 IGF1 ABCA8 ATRNL1 WISP2 RBP4 SFRP4 PTN PTHLH AREG LEP CYP4B1 C1orf21 STC2 ENPP2 LIPE GFRA1 TIMP4 CPA3 GPD1 DHRS2 SPTAN1 TNN MAP3K12 PGR PCSK5 ESR1 NKX3-1 ELOVL2 CIDEC CXCL14 TAT RUNX1 PDCD4 SCUBE2 SLC26A3 MAOA ADRA2A MYB HOXB6 NAT1 PSD3 PPARG HMGCS2	0	UP
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	APOBEC3B PDSS1 ASPM ECT2 E2F8 MAD2L1 KIF15 HMMR PRC1 CENPA KIF4A TTK NEK2 KIF11 CCNA2 CEP55 AURKA MELK HMGB3 CCNB1 DLGAP5 HCCS OIP5 GINS1 TOP2A TXN KIF20A ZWINT CHEK1 STIL QPRT CDC20 CCNB2 HN1 MKI67 ITCH MIS18A FOXM1 TPX2 ORMDL2 CKS2 EZH2 NDC80 BUB1B CENPF KIF18B FBXO5 CDKN3 CENPE MRPL12 LMNB1 RAD51 NUSAP1 TXNRD1 CENPN TMPO MRPL15 KIF2C RACGAP1 CCNE2 RNASEH2A ESPL1 MCM4 COX7B CDCA8 HIST1H4B MCM2 CDK1 KIF14 C20orf24 NCAPG BIRC5 NCAPG2 NCAPH UBE2C TIMM10 DSN1 DNAJC9 SPAG5 NUTF2 AURKB PTTG1 CCT5 KPNA2 FAM64A HJURP POLQ PSMA7 BUB1 TIMELESS PFDN6 SNRPF RRM2 CDCA3 RAD54B PSMD12 SNRPC H2AFV VRK1 NME1 PLK1 POLR2K SNRPG FEN1 GTPBP4 H2AFZ TCEB1 TROAP MCM10 CDC45 TUBA1C UBE2N NUP93 CDK2 SHMT2 BYSL PKMYT1 MCM6 UBE2S DSCC1 EXO1 MARS LAGE3 JMJD6 DDX39A BLM DONSON STMN1 TUBA1B TRIP13 MCM3 KIFC1 STIP1 E2F1 GMPS NUDT1 XPOT CENPI CDC25A GTSE1 MYBL2 RFC4 TACC3 SLC7A5	0	DN
TOMLINS_PROSTATE_CANCER_DN	GAS1 TPM2 CNN1 MEIS2 PCP4 AKAP12 C7 CLU TGFB1I1 SGCE PTRF RBPMS MEIS1 FHL1 PMP22 SPG20 SCRN1 DAAM2 PPP1R12B ATP2B4 SMTN LAMA4 MYLK GATM SVIL TACC1 ST5 GSN LPIN1 BTG3 VCL DST CYLD HMGN4 MYOF ZNF516 CALM1 ITGB4 LGALS3 SEC23A	0	UP
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	FOS FOSB SYNM MGP ATP1A2 ZBTB16 ACTG2 CNN1 CRYAB TAGLN ATF3 ADH1B GPM6B SFRP1 ID4 MYH11 ANXA1 BACH2 CAV1 ACTA2 CFD CADM1 SORBS1 MYLK CX3CL1 GHR PTN AK5 CYB5R2 PDZK1 NTRK2 MMP7 PI15 ATP10D KRT17 HIVEP3 NFIB KRT5 GABRP ZNF573 IQCA1 CSNK1A1 KRT14 SCGB2A2 SENP6 ELF5 RCAN1 ELF3 MAOA OXR1 SERPINB5 PIGR PROM1	0	UP
